PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
231,1/24/25,00:28.2,3,2,"Alumni, LHP",,Left,GAU_ALU,"Mendez, Jonathan",1000069131,Right,SAN_GAU,Undefined,7,Bottom,1,0,1,Sinker,Changeup,BallCalled,Undefined,Undefined,Undefined,0,1,,79.75508,-0.627838,2.924088,2035.958298,119.796765,10:00,5.35792,-2.78012,6.4524,-32.69848,11.30166,-16.75954,2.05549,-1.48812,71.53232,-6.828278,-0.114409,0.477418,,,,,,,,,,,,9.62686,6.64181,2.57917,50,5.29935,-5.27521,-115.55993,-2.15138,12.71572,26.19336,-23.40115,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,a2bce880-dac0-11ef-b64c-2ba247267c32,78.95065,,,8.22276,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,00:28.2,2025-01-24T18:00:28.1870000-08:00,2025-01-25T02:00:28.1870000Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,34f130a1-f4cb-4eaa-9fd3-97a95a270103,54.03973,-116.47199,13.09668,5.36008,-1.33654,-11.70057,2.77056,-5.71798,6.35786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
232,1/24/25,00:56.2,3,3,"Alumni, LHP",,Left,GAU_ALU,"Mendez, Jonathan",1000069131,Right,SAN_GAU,Undefined,7,Bottom,1,1,1,Fastball,Changeup,InPlay,Undefined,GroundBall,Single,0,0,,79.33656,-0.386615,3.354707,1950.515839,133.790448,10:30,5.46379,-2.64662,6.33929,-28.89226,15.59812,-14.53198,2.69955,-0.76557,71.34124,-5.886012,0.729114,0.48007,97.14683,-32.502601,2.437119,,,,,5.052,5.052,10.657655,0.034394,8.6576,8.72134,2.40881,50,5.42213,-6.21156,-114.95656,-1.52946,11.365,25.08858,-20.72537,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,b366a7c0-dac0-11ef-b64c-2ba247267c32,78.51449,2.63844,,7.99532,,,,0.8275,2.63844,0.75823,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,00:56.2,2025-01-24T18:00:56.1690000-08:00,2025-01-25T02:00:56.1690000Z,GroundBall,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,8fc296f5-7fe9-4147-b387-6cf269979860,54.15522,-115.85987,12.54429,5.46376,-0.78324,-10.36268,2.63982,-6.62075,5.6825,,0.82619,120.29138,,,,,,,,2.63927,-76.71112,,,,,,,,0.75817,5.11977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
233,1/24/25,01:29.4,4,1,"Alumni, LHP",,Left,GAU_ALU,"Esquer, Xavier",805022,Right,SAN_GAU,Undefined,7,Bottom,1,0,0,Sinker,Changeup,InPlay,Undefined,LineDrive,Out,1,0,,79.67628,0.663877,3.825457,1916.783845,120.910312,10:00,5.26121,-2.96374,6.40343,-32.20376,11.16737,-16.29568,3.18942,-0.79885,72.64083,-5.400041,0.880343,0.473993,99.83884,15.659495,2.728937,1308.950523,109.72242,28.40574,7.80491,330.1111,317.40854,6.314552,3.360321,9.63953,6.04874,2.69671,50,5.29406,-7.16216,-115.60266,0.4664,13.00086,22.22524,-24.0161,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,c7359bd0-dac0-11ef-b64c-2ba247267c32,79.52114,34.99933,,7.03545,,,,1.06509,3.19622,0.79206,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,01:29.4,2025-01-24T18:01:29.3970000-08:00,2025-01-25T02:01:29.3970000Z,LineDrive,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,60705d63-9ca8-462b-8705-4207c9417b8f,54.09481,-116.38725,11.11262,5.26263,1.31421,-12.00805,2.95764,-7.62111,6.50043,194.512789,1.06512,140.83402,-23.22993,5.26998,-1.09598,0.20649,-0.032,0.00333,-0.00016,3.1962,39.52457,-12.16596,-0.28617,0.2025,-0.05665,0.01005,-0.00087,2.00E-05,0.79206,6.71306,1.58618,-0.133,-0.0176,0.01087,-0.00255,0.00035,-2.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
234,1/24/25,01:58.4,5,1,"Alumni, LHP",,Left,GAU_ALU,"Fernandez, Ian",10001973,Right,SAN_GAU,Undefined,7,Bottom,2,0,0,Sinker,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.69027,-0.266403,2.803735,1981.812479,122.910439,10:00,5.28472,-2.8828,6.22506,-31.21895,12.08784,-16.10997,2.43705,-1.63637,72.35606,-6.174214,-0.103799,0.473641,,,,,,,,,,,,9.17382,6.84756,2.68015,50,5.2497,-5.09774,-116.89241,-1.42446,12.41632,26.51089,-22.90618,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,d889f2f0-dac0-11ef-b64c-2ba247267c32,79.58015,,,8.33421,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,01:58.4,2025-01-24T18:01:58.4360000-08:00,2025-01-25T02:01:58.4360000Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,1410c1d3-33a7-4437-bfdc-0e8393f9c7b0,54.26704,-117.85618,13.25544,5.28636,-0.59173,-11.45309,2.87368,-5.54912,6.20816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
235,1/24/25,02:12.8,5,2,"Alumni, LHP",,Left,GAU_ALU,"Fernandez, Ian",10001973,Right,SAN_GAU,Undefined,7,Bottom,2,1,0,Sinker,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,80.5722,0.652405,3.614405,2006.795213,124.907686,10:15,5.2948,-2.93774,6.40558,-30.46773,12.30422,-15.47233,3.35693,-0.89926,72.79762,-5.119296,0.817381,0.470707,,,,,,,,,,,,9.0865,6.66882,2.68474,50,5.32786,-6.79658,-116.78111,0.50476,12.40275,24.37133,-23.07131,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,e11a2de0-dac0-11ef-b64c-2ba247267c32,80.07616,,,7.77458,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,02:12.8,2025-01-24T18:02:12.8160000-08:00,2025-01-25T02:02:12.8160000Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,74de02f9-19e2-47c1-9684-3305c95fde71,54.08835,-117.63122,12.18566,5.29622,1.30952,-11.53566,2.92936,-7.22921,6.20137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
236,1/24/25,02:29.0,5,3,"Alumni, LHP",,Left,GAU_ALU,"Fernandez, Ian",10001973,Right,SAN_GAU,Undefined,7,Bottom,2,1,1,Fastball,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,80.74027,-0.158778,4.036064,1941.881458,129.190729,10:15,5.30644,-2.9079,6.21724,-28.9308,14.09115,-15.37501,2.74866,-0.45857,72.8509,-5.633656,1.268114,0.472081,,,,,,,,,,,,9.13252,7.80205,2.61213,50,5.28027,-7.65677,-116.91029,-1.12407,12.47224,24.76566,-21.51884,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,eac6fc60-dac0-11ef-b64c-2ba247267c32,79.84317,,,7.88937,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,02:29.0,2025-01-24T18:02:29.0430000-08:00,2025-01-25T02:02:29.0430000Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,306b6b86-b3da-4939-a63b-bc9610e97cdf,54.27617,-117.81265,12.38283,5.30694,-0.34001,-10.75942,2.89939,-8.1112,6.23612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.16264,2.041846,0.690381,1.351465,-2.88476,2.30479,0.37181,-3.41863,6.24272,0.2436,127.27691,5.29587,2.86338,-3.08999,108.31436,-8.70476,6.20521,12.48098,-9.73646,0.17032,-0.14006,1.56441,High,High,High,,,High,High,High
237,1/24/25,02:53.1,5,4,"Alumni, LHP",,Left,GAU_ALU,"Fernandez, Ian",10001973,Right,SAN_GAU,Undefined,7,Bottom,2,1,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,68.76716,2.32149,-0.931381,2144.905815,284.175559,3:30,5.37547,-2.81969,5.76334,-63.28082,-3.10311,20.60781,2.26415,-1.96929,62.58967,-9.313275,2.762849,0.558328,,,,,,,,,,,,-10.68418,-1.59228,2.88465,50,5.53023,0.9125,-99.73671,2.22851,-10.5995,18.30001,-33.7537,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,f930ddc0-dac0-11ef-b64c-2ba247267c32,67.50952,,,6.17749,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,02:53.1,2025-01-24T18:02:53.1170000-08:00,2025-01-25T02:02:53.1170000Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,2ef94a9d-a708-4299-a27b-939beed30086,54.73486,-100.60173,9.15001,5.38718,3.824,-16.87685,2.82968,1.41352,-5.29975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
238,1/24/25,03:08.1,5,5,"Alumni, LHP",,Left,GAU_ALU,"Fernandez, Ian",10001973,Right,SAN_GAU,Undefined,7,Bottom,2,2,2,Fastball,Changeup,InPlay,Undefined,GroundBall,Error,0,1,,80.90358,-0.23884,3.52445,1976.574621,132.151998,10:30,5.15681,-2.71365,6.38689,-26.62911,16.06855,-15.98922,2.71761,-0.80013,72.69961,-5.326873,0.634074,0.470298,108.6173,3.989908,-13.183709,876.648643,,,,108.47468,99.70194,-15.01193,0.744638,9.53457,8.91221,2.46707,50,5.1274,-6.64313,-117.24465,-1.17857,13.01793,26.11979,-20.00585,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,02026770-dac1-11ef-b64c-2ba247267c32,80.14583,4.12782,,8.20397,,,,2.07486,2.65749,0.96307,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,03:08.0,2025-01-24T18:03:08.0570000-08:00,2025-01-25T02:03:08.0570000Z,GroundBall,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,db06d114-b6d9-44d1-b6a7-4caf848d7e1b,54.10895,-118.1565,13.0599,5.15635,-0.48016,-10.00292,2.70692,-7.09759,6.50897,71.516761,2.14093,153.52609,-21.19185,,,,,,,2.70033,10.30224,-18.77624,,,,,,,0.99318,-36.80087,-3.09109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
239,1/24/25,03:47.3,6,1,"Alumni, LHP",,Left,GAU_ALU,"Barrett, Liam",1000253484,Left,SAN_GAU,Undefined,7,Bottom,2,0,0,Sinker,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.98763,0.038578,3.455942,1975.876189,104.276077,9:30,5.15798,-2.67604,6.34875,-37.27187,5.83536,-17.40824,2.08757,-0.94171,73.09296,-6.92213,0.307964,0.472549,,,,,,,,,,,,10.04044,3.46378,2.43264,50,5.1435,-6.38552,-116.09916,-0.99879,13.65213,22.5059,-27.46428,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,196ecd90-dac1-11ef-b64c-2ba247267c32,79.76417,,,6.89467,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,03:47.3,2025-01-24T18:03:47.3230000-08:00,2025-01-25T02:03:47.3230000Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,75873a13-c2c3-4f5c-a0e2-e3288a699575,54.14923,-116.90073,11.25295,5.16165,-0.02063,-13.73214,2.66873,-6.87175,6.82606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
240,1/24/25,04:01.8,6,2,"Alumni, LHP",,Left,GAU_ALU,"Barrett, Liam",1000253484,Left,SAN_GAU,Undefined,7,Bottom,2,1,0,Sinker,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,80.21109,0.793926,3.430995,1974.747128,121.556998,10:00,5.23997,-2.69033,6.37495,-31.39576,11.7504,-16.68347,3.35545,-0.92023,72.5535,-5.142534,0.415377,0.472762,,,,,,,,,,,,9.77623,6.3104,2.45011,50,5.28282,-6.37717,-116.32636,0.75876,13.24083,24.17683,-23.6273,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,22124260-dac1-11ef-b64c-2ba247267c32,79.72815,,,7.65759,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,04:01.8,2025-01-24T18:04:01.8180000-08:00,2025-01-25T02:04:01.8180000Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,98665df8-8061-4a49-a6f3-0a7ee0195fa3,54.12193,-117.17992,12.08842,5.2413,1.59291,-11.81365,2.6835,-6.84464,6.62041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
241,1/24/25,04:21.2,6,3,"Alumni, LHP",,Left,GAU_ALU,"Barrett, Liam",1000253484,Left,SAN_GAU,Undefined,7,Bottom,2,1,1,Sinker,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,78.96672,1.214049,4.596587,2088.500919,118.268025,10:00,5.23261,-2.73521,6.36988,-37.0951,8.57776,-12.40422,3.26219,0.4696,69.91111,-5.815282,2.360591,0.486408,80.70691,39.74193,-31.588557,5909.285851,87.76857,75.95839,-66.30733,237.78481,138.50133,-41.100149,4.736712,8.15327,4.55327,2.40792,50,5.30393,-8.71255,-114.06174,1.40122,10.37498,27.63756,-26.38006,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,2d9c0e40-dac1-11ef-b64c-2ba247267c32,77.49143,80.92351,,9.05561,,,,0.36239,3.04278,-0.40567,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,04:21.2,2025-01-24T18:04:21.1910000-08:00,2025-01-25T02:04:21.1910000Z,FlyBall,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,52f77326-fb66-4224-a531-4d15c82289b8,54.12215,-115.05622,13.81878,5.23644,2.35045,-13.19003,2.72813,-9.08587,5.18749,152.665918,0.37087,77.34225,-20.91809,4.83747,-0.24556,-0.28036,0.09356,-0.01181,0.00053,3.04245,75.67124,-20.78036,1.00435,0.38594,-0.30652,0.10117,-0.01579,0.00094,-0.40757,-47.63143,4.65978,0.16528,-0.53448,0.25671,-0.06588,0.00869,-0.00046,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
242,1/24/25,05:07.6,6,4,"Alumni, LHP",,Left,GAU_ALU,"Barrett, Liam",1000253484,Left,SAN_GAU,Undefined,7,Bottom,2,1,2,Sinker,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,77.44697,2.658703,6.616082,1952.195203,84.142275,8:45,4.568,-2.88241,6.52976,-46.79235,0.12264,-16.16001,3.12565,1.86714,69.32957,-6.096907,3.711856,0.492978,,,,,,,,,,,,10.52071,-0.17634,2.42671,50,4.73531,-12.35755,-111.59797,3.89085,13.00995,23.72241,-32.39211,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,49497970-dac1-11ef-b64c-2ba247267c32,76.45871,,,8.11739,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,05:07.6,2025-01-24T18:05:07.6010000-08:00,2025-01-25T02:05:07.6010000Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,5cf02f6d-ad2e-4757-b5ad-5becb51186f8,53.96464,-112.43758,11.8612,4.57731,5.0373,-16.19606,2.87223,-12.81802,6.50497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
243,1/24/25,05:23.1,6,5,"Alumni, LHP",,Left,GAU_ALU,"Barrett, Liam",1000253484,Left,SAN_GAU,Undefined,7,Bottom,2,2,2,Sinker,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,77.14236,2.401024,5.358308,1954.105406,90.028166,9:00,4.55748,-3.03849,6.42558,-45.47786,1.7863,-13.96564,2.98553,0.73718,69.14763,-6.116612,2.843656,0.494809,87.53282,28.821476,-0.712038,4507.663963,109.82104,56.5432,-6.2693,305.5713,302.7466,-7.512169,4.73089,9.11355,0.60618,2.66183,50,4.70914,-9.96978,-111.43975,3.42708,11.22169,23.91886,-31.42766,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,5283b000-dac1-11ef-b64c-2ba247267c32,76.17577,71.75987,,7.99473,,,,1.25112,2.98979,-0.74484,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,05:23.1,2025-01-24T18:05:23.1250000-08:00,2025-01-25T02:05:23.1250000Z,FlyBall,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,8ac3c85b-1575-4a29-a0d3-f6ba89186ce4,54.07114,-112.31016,11.95943,4.56362,4.57074,-15.71383,3.03206,-10.37814,5.61085,164.698831,1.25113,112.47256,-23.20519,5.62903,-1.27877,0.29282,-0.05707,0.00703,-0.00037,2.99095,61.85796,-14.28004,-0.28837,0.52568,-0.25454,0.06653,-0.0088,0.00046,-0.74469,-1.40021,-3.64086,1.00058,-0.24025,0.05295,-0.00936,0.00106,-5.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
244,1/24/25,07:41.6,1,1,"Tryba, Cole",1000276615,Left,SAN_GAU,"Oakley, Nick",2,Left,GAU_ALU,Undefined,8,Top,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,zakhar catching,90.53692,-0.933673,4.050219,2043.559113,111.912533,9:45,4.94629,-1.08907,6.32957,-25.22608,8.98961,-19.16218,1.98214,1.04983,81.31405,-5.707137,0.590687,0.421002,,,,,,,,,,,,11.2128,5.36587,0.80147,50,4.86636,-8.47274,-131.0964,-2.92985,19.15191,32.50394,-23.00894,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,a509f050-dac1-11ef-b64c-2ba247267c32,89.53032,,,9.22287,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,07:41.6,2025-01-24T18:07:41.5780000-08:00,2025-01-25T02:07:41.5780000Z,,v3,471258,471258,,"Zakhar IV, Jimmy",1000121123,Right,SAN_GAU,481dcd6f-46a2-4216-ad51-f22b98034f59,54.16541,-132.12513,16.25197,4.94757,-2.20163,-11.50447,1.07922,-9.07888,9.57596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
245,1/24/25,07:58.0,1,2,"Tryba, Cole",1000276615,Left,SAN_GAU,"Oakley, Nick",2,Left,GAU_ALU,Undefined,8,Top,0,1,0,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.94919,-0.987647,3.317572,1999.336294,129.854435,10:15,5.10338,-0.83384,6.20062,-22.74041,12.0802,-12.90505,2.29506,1.15652,80.74038,-5.30792,0.991953,0.424707,,,,,,,,,,,,7.75662,6.95646,0.59042,50,5.01776,-7.00882,-130.2886,-2.94092,13.07434,32.3246,-20.44841,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,aec95c70-dac1-11ef-b64c-2ba247267c32,88.74925,,,9.20881,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,07:58.0,2025-01-24T18:07:57.9700000-08:00,2025-01-25T02:07:57.9700000Z,,v3,471258,471258,,"Zakhar IV, Jimmy",1000121123,Right,SAN_GAU,2cea08df-831c-4a8f-95cc-868cbd3110cc,54.29381,-131.34957,16.1623,5.10327,-2.26975,-10.22421,0.82751,-7.43795,6.53717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
246,1/24/25,08:19.2,1,3,"Tryba, Cole",1000276615,Left,SAN_GAU,"Oakley, Nick",2,Left,GAU_ALU,Undefined,8,Top,0,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,77.64384,1.212752,-1.695005,2336.198848,280.500353,3:15,4.81829,-1.04505,5.73149,-48.57003,-1.68276,17.42277,1.90084,-1.1721,70.88578,-7.713097,1.425915,0.492832,,,,,,,,,,,,-9.36686,-0.75484,1.17545,50,4.8896,2.67777,-112.71243,0.8255,-11.96262,21.86901,-33.13809,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,bb74ec00-dac1-11ef-b64c-2ba247267c32,76.48134,,,6.75806,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,08:19.1,2025-01-24T18:08:19.1550000-08:00,2025-01-25T02:08:19.1550000Z,,v3,471258,471258,,"Zakhar IV, Jimmy",1000121123,Right,SAN_GAU,19b58d2d-d1b9-409d-b7f8-f4fd17ce3c2f,54.76751,-113.63368,10.93451,4.82543,2.22147,-16.56905,1.05203,3.1817,-5.98131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
247,1/24/25,08:34.4,1,4,"Tryba, Cole",1000276615,Left,SAN_GAU,"Oakley, Nick",2,Left,GAU_ALU,Undefined,8,Top,0,2,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.24955,1.215902,-0.585086,2377.491223,275.363642,3:15,4.84622,-1.0636,5.72706,-47.66825,-0.09299,18.32702,2.00651,-0.08128,70.24288,-7.563747,2.69769,0.496434,,,,,,,,,,,,-9.43686,0.1124,1.10129,50,4.91878,0.44138,-112.10566,0.85303,-11.86571,22.53048,-32.03274,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,c4916160-dac1-11ef-b64c-2ba247267c32,75.92632,,,7.00668,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,08:34.4,2025-01-24T18:08:34.4350000-08:00,2025-01-25T02:08:34.4350000Z,,v3,471258,471258,,"Zakhar IV, Jimmy",1000121123,Right,SAN_GAU,808a0138-a7ae-4e82-bb55-ae16b1709e3c,54.77012,-113.06028,11.26524,4.85388,2.21025,-16.01637,1.07194,0.94413,-5.93285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
248,1/24/25,08:50.5,1,5,"Tryba, Cole",1000276615,Left,SAN_GAU,"Oakley, Nick",2,Left,GAU_ALU,Undefined,8,Top,0,2,2,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.91855,-0.675944,2.275113,2218.419477,131.030341,10:15,5.22642,-0.76189,6.45441,-17.26458,16.21139,-17.26761,3.16624,-0.10975,82.03549,-4.011705,-0.855499,0.416426,62.39001,15.669242,-144.378974,4650.856783,,,,95.29001,41.18428,-149.223804,1.288523,9.69501,9.01926,0.60783,50,5.17067,-4.53474,-131.97308,-2.01118,16.87,31.58968,-16.47996,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,ce17e330-dac1-11ef-b64c-2ba247267c32,90.51413,9.85672,,8.88306,,,,0.57213,3.09307,-0.19995,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,08:50.5,2025-01-24T18:08:50.4840000-08:00,2025-01-25T02:08:50.4840000Z,LineDrive,v3,471258,471258,,"Zakhar IV, Jimmy",1000121123,Right,SAN_GAU,01327c70-c24b-43cb-9094-9564d39e9fe8,54.04135,-132.93691,15.79484,5.22436,-1.50836,-8.23998,0.75404,-5.04946,8.435,,0.57213,-71.61907,5.5464,0.55164,-0.32302,0.12544,-0.02908,0.00593,-0.00074,3.09307,24.71405,-24.03551,2.95783,-0.62674,0.12596,-0.02159,0.00382,-0.00041,-0.19995,-51.31398,13.34111,-2.83719,0.66238,-0.11923,0.02144,-0.0038,0.00027,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
